AEG	-2
Aarmut	-1
Aart	2
Abroch	-2
Abrochalarm	-2
Abschnitt	-2
Absolut	-2
Acceptéieren	1
Accident	-2
Accidenter	-2
Accord	1
Adel	2
Affairen	2
Affer	-2
Affront	3
Afloss	2
Ageschränkt	-2
Agressioun	-2
Aids	-2
Akraafttriede	2
Aktionär	2
Aktioun	-2
Aktiounen	2
Aktualitéit	1
Akzeptanz	1
Alad	-1
Alarm	-2
Album	2
Alliéierten	2
Altosan	-2
Amalia	-2
Amerikaner	-2
Amusement	3
Angers	-3
Angscht	-2
Angschtgefiller	-2
Angst	-3
Aquarell	3
Arschloch	-4
Artikel ass	-2
Aschnëtt	3
Asklepios	-1
Attacken	-1
Attraktioun	2
Attraktiounen	2
Attraktivitéit	2
Au	-2
Ausleefer	-2
Ausschreiwung	2
Ausser	2
Auszeechnunge	3
Auszich	-3
Auteure	-2
Autorisatioune	2
Autoritéit	1
Autowrack	-2
Avenant	2
Avenger	-2
Aventuren	2
Awierkung	-2
Axt	-1
Baaschtert	-5
Baaschterte	-5
Barbare	-2
Barmhäerzegkeet	2
Barriär	-2
Barrière	-2
Bedauered	-2
Bedeelegungen	-3
Bedeitung	1
Bedrohung	-2
Bedruch	-4
Bedrugsversuch	-3
Bedupspolitik	-2
Begeeschterung	2
Begriefnes	-1
Begriefnësser	-1
Begréissung	1
Behënnerung	-2
Behënnerungen	-2
Belaascht	-2
Belaaschtung	-2
Beleidegungen	-2
Belounung	2
Belästegunge	-3
Besuergnëss	-2
Betreiung	2
Bidon	-2
Bierger	4
Bijou	1
Bijoue	1
Biller hei um Site	-2
Bitches	-5
Blessure	-2
Blesséierter	-2
Blockade	-2
Blénken	3
Bord	1
Bourbonen	1
Boxerbiografie	-1
Braut	2
Bravura	3
Brillanten	2
Brutto	-1
Bräich	2
Bréiwer	-1
Brüller	-2
Buch	2
Buedemkontakt	2
Buergermeeschter	-2
Bunga	-2
Bësch	2
CSJ	-3
Cadeau	2
Capital	-2
Carlton	-2
Chalet	-2
Champions	2
Chance	2
Chancen	2
Chaos	-2
Charisma	2
Charme	3
Chefeconomist	-1
Chômage	-2
Chômeuren	-1
Clueless	-2
Comedy	1
Comic	1
Commemoratiounen	3
Cool	-3
Courage	2
Couragéiert	2
Coward	-2
Creutzfeld	-3
Crémant	3
Cylisten	1
De Kleeschen suz	-1
DeFer	-1
Dee Moment	-2
Defizit	-2
Demonstranten	-2
Demonstratioun	-2
Denier	-2
Deportivo	3
Desaktivéiere	-1
Diamanten	1
Dick	-4
Dignitéit	2
Diiren	-2
Dilemma	-1
Dommheeten	-3
Don	2
Doom	-2
Doors	-2
Dot	-2
Doud	-2
Doudesfall	-2
Doudesfäll	-2
Douten	-1
Dram	1
Drecksak	-5
Dreem	1
Dribbelkënscht	-3
Droberoderin	-2
Drock	-1
Dräimol	-2
Drénkwaasser	-2
Drëps	1
Du	-2
Duerno	4
Dueropshin	-2
Dumouriez	2
Dumps	-1
Dunn	-1
Dynamik	3
Däischtert	-1
Dénger	-2
Dénger gutt	4
Dénger léif	3
Désapprobatioun	-2
Dënschden	2
Echec	-2
Eck	-2
Eefalt	-3
Eefamilljenhaus	1
Eelefmeter	-2
Eenegung	2
Efforten	-2
Egoismus	-3
Elola	-2
Emanzipatioun	2
Emgang	-2
Encouragement	2
Eng schéi Kombinatioun	-2
Engagement	2
Enke	-2
Enquête	-2
Enragé	-2
Entfaalung	2
Entschëllegung	-1
Enttäuschungen	-2
Entzuch	-3
Eos	2
Epidemie	-2
Erausfuerderung	-1
Erbaarmen	2
Erfolleg	3
Erfreelech	-1
Erhéijung	1
Erliefniss	2
Ernennung	-2
Erpressung	-2
ErrorUndefined	-2
ErrorWithTranslation	3
Erwaardung	1
Erënnerungen	2
Espoir	2
Et geet elo	2
EuphoriaLanguage	3
Europaparlament	1
Evakuéierung	-1
Evenement zréckzeféieren	-2
Evolutioun	-2
Exchange	-2
Excuse	-1
Exigenze	-1
Exklusioun	-1
Exkommunikatioun	2
Extremiste	-2
Faaschtenzäit	2
Faillite	-3
Fairness	2
Fakten	-4
Fal	-1
Fallen	-1
FanenFrëndlechkeet	3
Fatalitéit	-3
Favoritten	2
Fazit giff	-2
Feeler	-2
Feier	3
Feierlechkeeten	2
Feiert	3
Feinde	-2
Feinden	-2
Ferizaj	-2
Fertilisatioun	-2
Fiasco	-3
Finte	3
Firma	-2
Flillek	-2
Fluchen	-1
Fluchtweeër	1
Folter	-4
Fond	2
Footballterrain	4
Fortschrëtter	2
Fouen	2
Foul	-2
Fra	2
Frankräich	-3
Fraën	-3
Frechheete	-3
Frederico	-2
Fridden	2
Fro	-1
Froën	1
Frustratioun	-2
Fräiheet	2
Fräiheeten	2
Frënd	1
Frëndlechkeet	2
Frëndschaft	2
Fudder	1
Funktioun	2
Fähegkeet	2
Fähegkeeten	2
Féiwer	4
Félicitatiounen	2
Fördere	1
Games	-1
Ganz elegant	2
Gebitt	-2
Geck	-2
Geescht	1
Geeschter	2
Geeschterbunn	-1
Gefill	1
Gefor	-2
Geforen	-2
Gefällegkeet	-2
Gehälterreform	-2
Geldstrof	2
Geléigenheet	-3
Gemengeconsellje	3
Genial	3
Gerechtegkeet	2
Gerempels	-1
Gesichter	2
Gesondheetsleeschtungen	-2
Geste	2
Gewalt	-2
GewaltZesummenhang	-3
Gewënner	4
Gewënnspiller	4
Gewënnzweck	2
Gewëssen	1
Gier	-3
Glawen	1
Gleck	2
Glidder	-2
Gläichgültegkeet	-2
Gléck	3
Glécksgefill	3
Gnod	1
Gold	2
Goofy	-2
Gott	1
Gourmangzegkeeten	3
Graf	-2
Groussbrand	-2
Gréiss	2
Grënn	-2
Gudde Moien	1
GuttErgoen,	2
GuttEtappen	2
GuttSchwéierpunkt	2
Guttengagéiert	3
Guttoffiziell iwwerwaacht	2
Gänsestall	-2
Géigerevolutioun	-2
Géigespiller	-3
Géigewier	-1
Géigner	-2
Gëft	-2
HUES	-1
Haapttäter	-2
Haass	-3
Haft	-2
Hahaha	3
Halswéi	-1
Handwierker	2
Hannerloos	3
Hardy	2
Harnweeër	-2
Hehe	2
Helde	2
Hell	-4
Hellegkeet	2
Heroes	-3
Herrlechkeet	2
Hetzinstrument	-2
Himmel	2
Himmelräich	2
Hindernis	-2
Hindernisser	-2
Hit	-2
Hoffnungslosegkeet	-2
Hohn	2
Honger	-2
Hongersnout	-2
Huesen	-2
Humor	2
Hunn	-5
Häerzen	3
Héichadel	-2
Héichpunkt	2
Héichverrod	-3
Hëllef	2
Hëtzt	2
IAU	-4
Iddi	-2
Identitéit verléiert	-2
Idiote	-3
Ierger	-2
Ignoranz	-2
Ingredienten	-2
Inkompetenz	-2
Innovatioun	1
Inquisitioun	-2
Inspiratioun	2
Inspiratiounsquell	2
Integritéit	2
Interesse	1
Intrig	-3
Intrigen	1
Invasioun	-1
Invitéiere	1
Ironie	-1
Iwerzeegung	-2
Iwwergewiicht	-1
Iwwerliewenspensioun	2
Iwwerzuelsituatioun	3
Jacobson	-4
Jalousie	-2
Jans	2
Jesus	1
Jongvundergesouch	-5
Jonk	2
Jousel	2
Joëlle	-2
Jugendlechen	4
Jumpy	-1
Juwel	3
Kalitéiten	2
Kam kuckt	-3
Kampf	-1
Kampf géint	-2
Kaméidi	-1
Kandidat	-2
Kappwéi	-2
Karneval	2
Katastroph	-2
Katastrophen	-2
Keys	-2
Kierch	-2
Kilometer	-4
Kinnigin	-3
Klinik	-2
Klo	-1
Kloerheet	2
Knascht	-2
Knëppelsteng	2
Kollisioun	-2
Kompetenzen	1
Konditioun	2
Konflikt	-2
Konflikter	-2
Konfort	2
Konsumente	-3
Kopfhörer	-2
Korruptioun	-3
Koup	-2
Kraaft	2
Krankheet	-1
Krankheete	-2
Krankheeten	-1
Krecké	-3
Krich	-2
Kriibs	-1
Kriminalitéit	-3
Kriminell	-3
Kris	-3
Kritik	-2
Kritiken	-2
Kräisch	-1
Kult	3
Kuss	2
Kämpf	-2
Kärel	2
Kéier	2
Kënnen	1
Köstlechkeeten	3
Laascht	-2
Leck	-1
Leed	-2
Leeder	3
Leedung	1
Leiden	2
Leit, déi eis	2
Letztebuergeschen ged	-2
Lidder schreiwen opgehalen	3
Liewe geholl	-2
Liewen	-2
Ligener	-3
Liggen	2
Ligner	-3
Liichtegkeet	2
Limitatioun	-1
Limite	3
Link	-2
Lobbyist	-2
Loftugrëff	-1
Logik	-3
Loutrenge	-2
Loyalitéit	3
Luew	3
Luxus	2
Lycéeszäit	2
Läich	-1
Lämmes	-2
Läppchen	-3
Léiergeld	3
Léiffrawëschdag	-2
Léifsten	2
Léift	3
Léisung	2
Léisunge	1
Lëscht	-1
Lëtzbuerg	2
MOODY	-1
Macaulay	2
Madly	-3
Magie	-3
Majo	-2
Makabert	-2
Mangel	-2
Manifestatioun	-1
Manipulatioun	-1
Mann	-3
Marine	2
Massepanik	-2
MatchDecisioun	3
Matière	1
Meenungsverschiddenheet	-2
Meeschterwierk	4
Melusina	-1
Menace	-2
Merci	2
Merci soe	-2
Merite	-2
Messing weider	-2
Messstänn	-2
Miessunge	-3
Mir	-1
Mir wëlle	1
Misär	3
Misère	-2
Mme	-2
Mod	3
Moment virstelle kéinten	-2
Moosnahmen	-2
Mord	-2
Morden	-2
Motivatioun	1
Musekprofesseren	2
Musse	-1
Mutes	2
Mängel	-2
Märder	-3
Méi schlecht	-2
Méiglechkeet	2
Méiglechkeeten	2
Mënschheet	-2
Mëssbrauch	-2
Mësserfolleg	-2
Mëssgléckt	-2
Mësstrauen	-3
Mëtten	-2
Nanterre	-2
Narr	-2
Narren	-2
Nationalheld	2
Negatioun	-2
Neid	-1
Neistart	3
Nereiden	-3
Nereïden	2
Netguttgeheescht	-2
Nickname	-3
Niddregspannung	-2
Nikotin	-2
Niveau erof	2
Nodeel	-2
Nodeeler	-2
Nodeem s	-2
Nofro	-1
Nohaltegkeet	1
Nokucke	1
Noutsituatiounen	-2
Nuetsflich	-2
Nullitéit	2
Néierlag	-2
Nëss	-3
Nëtzlechkeet	2
OPCen	-2
Observatiounen	-2
Ofdreiwung	-2
Offall	-1
Offäll	1
Oflenkungsmanöver	-2
Ofschreckung	-2
Ofwiesselung	3
Oks	2
Onfäegkeet	-2
Ongerechtegkeet	-2
Ongleeweg	-1
Ongléck	-2
Onglécklech	-2
Onméiglechkeet	-2
Onwourechte	-3
Onéierlech	-2
Opbauaarbecht	-1
Opléisung	2
Opootmen	-2
Opreegung	3
Oprou	-2
Oxymoron	-1
Paix	2
Panik	-3
Paradox	-1
Paradäis	3
Passioun	1
Perfektioun	3
Period	2
Persoun	-1
Perspektiven	1
Pharrell	-2
Plackefirma	-2
Plainte	-2
Plakke	-4
Pleséier	3
Plo	-3
Pläng	2
Popularitéit	3
Porno	-2
Positioun	1
PostFraën	-2
Preventioun	1
Prisong	-2
Prisongsstrof	-2
Prisonnéier	-2
Prisonéier	-2
Problem	-2
Problemer	2
Procureur	-1
Promotioun	1
Propaganda	-2
Propellerhiewel	2
Prophéit	-3
Prost	2
Prostituéiert	-2
Protest	-2
Protester	-2
Protokoll kritt	-3
Prozess	2
Präis	3
Präventioun	-1
Präzisioun	2
Punkten	-2
Péng	-2
Pëlle	-2
Qualitéit	2
Quell vun Inspiratioun	3
Raiber	-2
Rassismus	-3
Rasterung	-2
Rebellen	-2
Rebellioun	-2
Recht	1
Rechter	-3
Reese	-2
Refugiéen	-3
Regierung bësse méi realistesch	-2
Reklamatioun	-2
Reklamatiounen	-2
Relatiounen betrëfft	-2
Renvoi	-2
Republikaner	-2
Respekt	2
Responsabilitéit	1
Restauratioun	1
Restriktioun	-2
Retard	-1
Rettung	2
Rettungsween	2
Rigel	-2
Rino	-2
Risiken	-2
Rob	-2
Rooserei	-2
Roserei	-2
Roude	-3
Ruin	-2
Ruine	-2
Rutt	-2
Räichtum	3
Räikkönen	-1
Räzess	-2
Réck	-1
Réckmatch	-2
Réckproduktioun	-2
Récktrëtt	-1
Réckzuch	-1
Sabotage	-2
Sait	-2
Sak	-3
Sauerstoff	-2
Saz	-2
Schatz	2
Schiermer	-2
Schlecht	-2
Schluecht	-1
Schluechte	-1
Schlëmmst	-3
Schmiergeld	-3
Schmiergelder	-3
Schock	-2
Schold	-2
Schold un	-2
Schoule géing gesinn	2
Schreiwe	-1
Schreiwen	-2
Schued	-3
Schuedensersaz	-3
Schweigen	-2
Schwong	1
Schwäch	-2
Schwächten	-2
Schwéierpunkt	2
SchwŠin	-3
Schäfferoot	-2
Schätz	2
Schéinheet	3
Schéins	-1
SchŠiss	-4
Segen	3
SelfMëssbrauch	-2
Selfmech	-2
Selfwidderspréchlech	-2
Selfzouversichtlech	2
Seuche	-2
Sex	-2
Shrew	-4
Sie Angscht	-2
Siidlung	1
Siiwejärege	-2
Simplicitéit	1
Skandal	-3
Skandaler	-3
Skepsis	-2
Skeptiker	-2
Sklav	-2
Sklaven	-3
Sklaverei	-3
Slam	-2
Solidaritéit	2
Sommet	-1
Sonn	2
Sonn hannerhälteg	2
Sozialplang	-2
Spaass	4
Spaass mëscht	3
Spam	-2
Spammen	-2
Spammer	-3
Spannend	2
Spannungsmoment	-2
Spectateur	-1
Spektakel	-1
Spendenaktioun	2
Spott	-2
Sprooch	-2
Sproochen	2
Spuer	-2
Spuerplang	-2
Spuerstangen nach riicht	3
Spuren	3
Spären	-1
Staatsfinanzen	1
Staatsrôt	2
Staune	2
Staunen	3
Stierffall	-2
